,dates,previous_close_ADA,close_ADA,sentiment_ADA,previous_volume_ADA
1,2022-01-02,0.1376975059509277,0.1377583980560302,0.4760886605921768,0.01408849504
2,2022-01-03,0.1377583980560302,0.1321637034416198,0.3756612466771815,0.02303857909
3,2022-01-04,0.1321637034416198,0.1311658024787902,0.4633294343098185,0.03260699086
4,2022-01-05,0.1311658024787902,0.1236001968383789,0.5243740324147113,0.04097207384
5,2022-01-06,0.1236001968383789,0.1279782056808471,0.4648769127941313,0.061709889
6,2022-01-07,0.1279782056808471,0.1211547017097473,0.4996439201809354,0.05149188552
7,2022-01-08,0.1211547017097473,0.1187512040138244,0.5177553741628024,0.04560690774
8,2022-01-09,0.1187512040138244,0.117385995388031,0.4069634218834284,0.03655608662
9,2022-01-10,0.117385995388031,0.1128051996231079,0.5080878396193057,0.03732911206
10,2022-01-11,0.1128051996231079,0.1185109972953796,0.5021325246628404,0.047688032
11,2022-01-12,0.1185109972953796,0.1304535031318664,0.4821155726372803,0.04037298875
12,2022-01-13,0.1304535031318664,0.1233160972595214,0.4986081605608365,0.02656935144
13,2022-01-14,0.1233160972595214,0.1290925979614257,0.4677996458775866,0.02686785564
14,2022-01-15,0.1290925979614257,0.1296262979507446,0.4237877711721657,0.03171984602
15,2022-01-16,0.1296262979507446,0.1407251000404357,0.4839013391114113,0.04476161885
16,2022-01-17,0.1407251000404357,0.1594130992889404,0.4801258994019911,0.05617481334
17,2022-01-18,0.1594130992889404,0.1465541005134582,0.4899916504280646,0.03480282508
18,2022-01-19,0.1465541005134582,0.134175705909729,0.4615123123225423,0.02957453653
19,2022-01-20,0.134175705909729,0.1258054971694946,0.4534854780737073,0.03281600988
20,2022-01-21,0.1258054971694946,0.1123232960700988,0.5186458403671188,0.03567902823
21,2022-01-22,0.1123232960700988,0.1066715955734252,0.5231877819612667,0.04066222238
22,2022-01-23,0.1066715955734252,0.1122370958328247,0.5174323960506323,0.02781033956
23,2022-01-24,0.1122370958328247,0.1066598057746887,0.5049107189652621,0.02539663711
24,2022-01-25,0.1066598057746887,0.1043573975563049,0.5163286705638117,0.02339817092
25,2022-01-26,0.1043573975563049,0.1079046964645385,0.4755903097401091,0.02557745015
26,2022-01-27,0.1079046964645385,0.1043532967567443,0.4737524872224642,0.02666764973
27,2022-01-28,0.1043532967567443,0.105060601234436,0.4833756607269214,0.02863036709
28,2022-01-29,0.105060601234436,0.1059569954872131,0.4738144560335354,0.03367098095
29,2022-01-30,0.1059569954872131,0.1037472963333129,0.4944841336769192,0.02866173269
30,2022-01-31,0.1037472963333129,0.1052302956581115,0.5279356062340375,0.02455679992
31,2022-02-01,0.1052302956581115,0.1088624000549316,0.480028817659273,0.03838085989
32,2022-02-02,0.1088624000549316,0.1028905987739563,0.5362768335791885,0.06504904709
33,2022-02-03,0.1028905987739563,0.105644404888153,0.447586876430025,0.03648896567
34,2022-02-04,0.105644404888153,0.1135624051094055,0.4651847741051023,0.03553059568
35,2022-02-05,0.1135624051094055,0.1127344965934753,0.4779668304344409,0.06808411307
36,2022-02-06,0.1127344965934753,0.114454698562622,0.4916818247096904,0.08109402422
37,2022-02-07,0.114454698562622,0.1197306990623474,0.585520750038583,0.1125205562
38,2022-02-08,0.1197306990623474,0.1178719997406005,0.5287958373265248,0.09056514741
39,2022-02-09,0.1178719997406005,0.1194810032844543,0.5014657762234481,0.05885048712
40,2022-02-10,0.1194810032844543,0.1152477979660034,0.5127979028730706,0.12667653585
41,2022-02-11,0.1152477979660034,0.1080346941947937,0.4979251068611673,0.10627183208
42,2022-02-12,0.1080346941947937,0.1058199048042297,0.5635193943490605,0.08035829513
43,2022-02-13,0.1058199048042297,0.1045819044113159,0.415989671712412,0.0753247427
44,2022-02-14,0.1045819044113159,0.1050266981124878,0.5058182091974517,0.07159401195
45,2022-02-15,0.1050266981124878,0.1107586026191711,0.4986014524135962,0.0897988827
46,2022-02-16,0.1107586026191711,0.1084980964660644,0.4816553937047788,0.06948621246
47,2022-02-17,0.1084980964660644,0.1019894957542419,0.4476076302265998,0.05841828077
48,2022-02-18,0.1019894957542419,0.0997112989425659,0.5019205741905497,0.04918032802
49,2022-02-19,0.0997112989425659,0.099770301580429,0.4552269487477022,0.04582877243
50,2022-02-20,0.099770301580429,0.0932901978492736,0.5086440834102957,0.11454890463
51,2022-02-21,0.0932901978492736,0.0858236014842987,0.5196014686316826,0.07042361464
52,2022-02-22,0.0858236014842987,0.0889016985893249,0.4949673655309594,0.10562051439
53,2022-02-23,0.0889016985893249,0.0869168996810913,0.4406638932632908,0.11201900117
54,2022-02-24,0.0869168996810913,0.0853425025939941,0.4738920795734577,0.08481334623
55,2022-02-25,0.0853425025939941,0.0898027002811431,0.4761718172444077,0.08248286269
56,2022-02-26,0.0898027002811431,0.088791799545288,0.4740729145262441,0.14884142109
57,2022-02-27,0.088791799545288,0.0858335018157959,0.5075637670459536,0.19141980288
58,2022-02-28,0.0858335018157959,0.095982801914215,0.5123491811501959,0.1573255618
59,2022-03-01,0.095982801914215,0.0962346017360687,0.4866457518561229,0.09775330113
60,2022-03-02,0.0962346017360687,0.0938661992549896,0.4794279660437602,0.08118255106
61,2022-03-03,0.0938661992549896,0.0902658998966217,0.5456557295906218,0.04937160429
62,2022-03-04,0.0902658998966217,0.0842889010906219,0.5210194531914722,0.07164490225
63,2022-03-05,0.0842889010906219,0.0865671992301941,0.5067180948026693,0.07325099027
64,2022-03-06,0.0865671992301941,0.0823751986026763,0.4755443630112638,0.05348048001
65,2022-03-07,0.0823751986026763,0.079737901687622,0.4964013577839744,0.04204795554
66,2022-03-08,0.079737901687622,0.0801249980926513,0.4724783436776716,0.0355711431
67,2022-03-09,0.0801249980926513,0.0849292993545532,0.5298457110694469,0.05317733185
68,2022-03-10,0.0849292993545532,0.0806316018104553,0.5343755496420068,0.04215428913
69,2022-03-11,0.0806316018104553,0.0790125012397766,0.5372201239005032,0.03633460869
70,2022-03-12,0.0790125012397766,0.0790673971176147,0.4457942773225043,0.04224893051
71,2022-03-13,0.0790673971176147,0.0790995001792907,0.5206225352524749,0.05871086058
72,2022-03-14,0.0790995001792907,0.0803916990756988,0.4690341606938586,0.0373814794
73,2022-03-15,0.0803916990756988,0.0800005972385406,0.4201042260802801,0.04545451677
74,2022-03-16,0.0800005972385406,0.0838374018669128,0.5065219876312149,0.09502962157
75,2022-03-17,0.0838374018669128,0.08367840051651,0.4553164927842694,0.10046495758
76,2022-03-18,0.08367840051651,0.0853433012962341,0.5517749613403286,0.11392835545
77,2022-03-19,0.0853433012962341,0.0901099026203155,0.4713428277971622,0.07970282918
78,2022-03-20,0.0901099026203155,0.0877092003822326,0.5315505800115079,0.04316999916
79,2022-03-21,0.0877092003822326,0.0916782021522522,0.5326392794206668,0.04064084727
